Edad,Tipo_empleo,ID,Educacion,Tiempo_estudio,Estado_civil,Tipo_trabajo,Familia,Raza,Sexo,Ganancias,Perdidas,Hora_Trabajo,Pais,Ingresos_mayores_50k
27,4,141545,4,9,2,8,1,1,1,0,1902,45, United-States,0
59,2,50929,5,10,2,3,1,1,1,0,0,60, United-States,1
60,4,132529,4,9,2,2,1,1,1,0,0,40, United-States,0
43,4,260696,6,13,3,3,2,1,0,0,0,40, United-States,0
35,4,231180,4,9,3,8,2,1,1,0,0,60, United-States,0
40,4,223277,6,13,2,4,1,1,1,0,0,50, United-States,1
20,4,279538,2,7,2,9,6,1,1,2961,0,35, United-States,0
47,4,46044,7,14,2,3,1,1,1,0,0,40, United-States,0
40,4,168071,3,12,3,1,2,1,1,0,0,50, United-States,0
20,4,79691,4,9,1,7,3,1,1,0,0,40, United-States,0
75,0,114204,5,10,2,0,1,1,1,0,0,13, United-States,0
25,4,124111,5,10,1,4,3,1,0,0,0,40, United-States,0
47,4,104521,3,11,2,1,1,1,1,0,0,40, United-States,1
29,6,128516,3,12,5,5,4,1,0,0,0,40, United-States,1
34,4,112564,4,9,2,8,1,1,1,0,0,45, United-States,0
45,7,32186,6,13,4,1,2,1,0,0,0,40, United-States,0
23,4,239663,5,10,1,9,3,1,1,2597,0,50, United-States,0
46,4,269284,3,12,5,4,4,1,0,0,0,40, United-States,0
41,7,175537,5,10,3,7,2,2,0,0,0,38, United-States,0
29,4,444304,6,13,2,1,1,1,1,0,0,40, United-States,1
17,4,27415,2,7,1,9,3,4,1,0,0,20, United-States,0
39,4,174343,2,5,2,2,1,1,1,0,0,40, United-States,0
37,4,148143,4,9,1,7,4,2,0,0,0,40, United-States,0
34,4,209213,4,9,2,7,1,2,1,0,0,40, ?,0
20,4,165097,4,9,1,2,2,1,1,0,0,40, United-States,0
18,0,51574,4,9,1,0,3,3,0,0,1602,38, United-States,0
52,4,167651,3,11,2,2,1,1,1,0,0,40, United-States,1
42,2,29075,3,12,2,1,5,4,0,0,0,40, United-States,0
22,4,396895,1,3,2,2,1,1,1,0,0,35, Mexico,0
66,7,71075,5,10,3,3,2,1,0,0,0,55, United-States,0
35,4,129573,4,9,2,8,1,1,1,0,0,65, United-States,0
40,2,183765,3,12,1,1,2,1,1,0,0,40, United-States,1
21,4,164991,4,9,3,5,4,4,0,0,0,38, United-States,0
51,2,154891,4,9,3,12,4,1,1,0,0,52, United-States,0
34,4,200117,2,6,2,2,1,1,1,0,0,40, United-States,0
24,4,176389,4,9,2,2,1,1,1,0,0,40, United-States,0
43,4,342567,6,13,2,4,4,1,0,0,0,40, United-States,0
34,4,178841,6,13,2,3,5,1,0,0,0,40, United-States,1
42,2,191149,7,14,1,1,4,1,0,0,0,40, United-States,0
41,4,29702,3,11,1,2,2,1,1,0,0,30, United-States,0
21,4,157893,4,9,1,8,3,1,0,0,0,40, United-States,0
64,2,31993,1,4,2,12,1,1,1,0,0,10, United-States,0
24,1,210736,4,9,1,4,2,1,0,0,1974,40, United-States,0
23,4,39615,5,10,1,9,3,1,1,0,0,10, United-States,0
29,4,200511,4,9,2,5,1,1,1,0,0,50, United-States,0
44,6,47818,4,9,3,3,4,1,0,0,0,60, United-States,0
28,4,183155,6,13,2,1,1,1,1,0,0,55, United-States,0
33,5,374905,4,9,2,5,1,1,1,0,0,50, United-States,1
35,4,128876,5,10,2,2,1,1,1,0,0,40, United-States,0
41,4,202872,2,6,2,2,2,1,0,0,0,40, United-States,0
42,4,153414,6,13,2,5,1,2,1,0,0,40, United-States,1
51,6,24790,5,10,2,3,1,1,1,0,0,99, United-States,1
32,4,316769,2,7,1,6,4,2,0,0,0,40, Jamaica,0
37,4,126569,4,9,1,2,3,1,1,0,0,40, United-States,0
18,4,128538,2,7,1,5,3,1,0,0,0,25, United-States,0
24,4,234640,3,11,1,6,3,1,0,0,0,35, United-States,0
29,0,65372,5,10,3,0,4,1,0,0,0,40, United-States,0
45,4,343377,5,10,2,4,1,1,1,0,0,40, United-States,0
52,1,30731,6,13,2,3,1,1,1,0,0,45, United-States,1
35,4,412379,4,9,1,6,2,1,0,0,0,40, United-States,0
46,5,112320,6,13,3,3,2,1,0,0,0,50, United-States,0
63,4,181929,4,9,5,3,4,1,1,0,0,50, United-States,1
32,2,100135,6,13,2,1,5,1,0,0,0,35, United-States,1
24,4,128061,4,9,1,6,3,1,0,594,0,15, United-States,0
72,0,402306,5,10,2,0,1,1,1,0,0,32, Canada,0
35,0,98389,5,10,1,0,4,1,1,0,0,10, United-States,0
29,4,179565,6,13,1,4,2,1,0,0,0,40, United-States,0
35,4,64922,6,13,2,3,1,1,1,7688,0,50, United-States,1
70,4,102610,2,6,2,9,1,1,1,0,0,32, United-States,0
65,0,115513,6,13,2,0,1,1,1,5556,0,48, United-States,1
36,4,150548,4,9,1,7,2,1,0,0,0,30, United-States,0
53,4,133219,4,9,2,6,1,2,1,4386,0,30, United-States,1
49,2,67001,4,9,2,8,1,1,1,0,0,40, United-States,0
60,4,162347,6,15,2,3,1,1,1,0,1902,40, United-States,1
18,4,138557,2,7,1,9,3,1,1,0,0,40, United-States,0
21,4,170456,5,10,1,6,3,1,1,0,0,35, Italy,0
42,4,66006,2,6,1,8,2,2,1,0,0,40, United-States,0
25,7,176077,7,14,1,1,2,1,0,0,0,37, United-States,0
32,4,218322,4,9,2,2,1,1,1,0,0,40, United-States,0
25,5,181691,4,9,2,5,1,1,1,0,0,60, ?,0
47,4,168232,6,13,2,4,1,1,1,7298,0,40, United-States,1
30,4,161690,3,11,1,1,2,1,0,0,0,40, United-States,0
21,0,242736,3,12,1,0,3,1,0,0,0,40, United-States,0
38,6,67317,6,13,2,10,1,1,1,0,0,60, United-States,0
34,4,265807,4,9,2,8,1,1,1,0,2051,55, United-States,0
37,4,99357,3,12,1,6,2,1,0,0,0,30, United-States,0
56,4,170070,4,9,2,3,5,1,0,0,0,40, United-States,1
52,7,231166,3,11,2,3,1,1,1,0,0,40, United-States,0
23,4,62339,6,13,1,1,3,1,1,0,0,40, United-States,0
29,7,118520,4,9,2,12,1,1,1,0,0,42, United-States,0
45,4,155659,4,9,2,2,1,1,1,0,0,40, United-States,1
23,2,157331,6,13,1,1,2,1,0,0,0,40, United-States,0
45,4,341762,7,14,2,3,1,1,1,0,0,65, United-States,1
30,4,164190,6,13,1,3,2,1,1,0,0,42, United-States,0
45,4,83064,6,13,2,5,1,1,1,0,0,50, United-States,0
26,4,304283,4,9,2,7,1,1,1,0,0,40, United-States,0
23,4,436798,5,10,2,7,1,1,1,0,0,40, United-States,0
24,4,29302,5,10,1,6,3,1,0,0,0,40, ?,0
43,4,104660,7,14,5,3,4,1,1,4934,0,40, United-States,1
42,4,79036,4,9,3,9,4,1,1,0,0,40, United-States,0
72,4,165622,5,10,5,4,2,1,0,0,0,25, United-States,0
21,0,177287,5,10,1,0,3,1,0,0,0,40, United-States,0
57,4,199847,6,13,2,3,1,1,1,15024,0,60, United-States,1
24,4,22966,6,13,2,5,1,1,1,0,0,45, United-States,0
27,4,59068,4,9,2,9,1,1,1,0,0,40, United-States,0
54,4,77336,4,9,2,5,1,1,1,0,0,40, United-States,0
42,2,96524,4,9,2,3,1,1,1,0,0,60, United-States,1
17,4,143868,2,5,1,6,3,2,1,0,0,40, United-States,0
48,4,121424,6,13,2,3,1,1,1,0,0,55, United-States,1
39,4,176279,6,13,3,5,2,1,0,0,0,40, United-States,0
41,5,177905,6,13,2,3,1,1,1,7688,0,70, United-States,1
50,4,205100,1,4,2,6,5,1,0,0,0,35, ?,0
57,4,353881,4,9,3,8,2,1,1,0,0,45, United-States,0
44,2,177937,8,16,2,1,1,1,1,0,0,36, United-States,1
20,0,122244,4,9,1,0,2,1,0,0,0,28, United-States,0
49,4,125892,4,9,2,5,1,1,1,0,0,40, United-States,0
44,4,155472,3,12,1,1,4,2,0,1151,0,50, United-States,0
42,4,355728,3,11,1,2,2,1,1,0,0,44, United-States,0
18,0,245274,5,10,1,0,3,1,1,0,0,16, United-States,0
18,4,240330,2,8,1,6,3,1,1,0,0,18, United-States,0
51,4,182944,4,9,5,11,4,2,0,0,0,40, United-States,0
28,4,264498,6,13,1,1,2,1,0,0,0,40, United-States,0
39,4,110426,3,12,2,3,5,1,0,15024,0,45, United-States,1
25,4,166971,4,9,2,5,1,1,1,0,0,52, United-States,0
41,4,347653,6,15,2,1,1,1,1,0,1977,50, United-States,1
39,4,33975,5,10,2,5,1,1,1,0,0,40, United-States,1
42,6,215219,2,7,4,6,4,1,0,0,0,30, United-States,0
33,4,190772,4,9,1,4,2,1,0,0,1617,40, United-States,0
63,0,331527,2,6,2,0,1,1,1,0,0,40, United-States,0
47,4,162494,5,10,3,5,4,1,0,0,0,45, United-States,1
27,2,85918,6,13,2,12,1,1,1,0,0,68, United-States,0
39,4,91367,7,14,2,3,1,1,1,0,1848,45, United-States,1
20,4,182342,5,10,1,10,3,1,1,0,0,40, United-States,0
49,4,129640,4,9,1,6,2,1,0,0,0,40, United-States,0
70,0,133536,4,9,2,0,1,1,1,0,0,28, United-States,0
46,4,148738,4,9,2,9,1,1,1,0,1740,35, United-States,0
47,4,102583,4,9,2,5,1,1,1,0,0,30, United-States,1
35,4,111387,2,5,1,2,2,1,1,0,0,40, United-States,0
24,4,241752,4,9,1,9,2,1,1,0,0,40, United-States,0
22,0,334593,5,10,1,0,2,1,1,0,0,40, United-States,0
43,4,101950,6,13,3,6,2,1,0,0,0,35, United-States,0
60,2,212856,7,14,2,1,1,1,1,0,0,40, ?,1
53,4,183973,2,7,2,7,1,1,1,0,0,48, United-States,1
47,4,142061,5,10,3,3,4,1,0,0,0,40, United-States,0
34,4,158615,5,10,2,9,1,1,1,0,0,40, United-States,0
37,4,29145,3,11,1,6,2,1,1,0,0,40, United-States,0
35,4,40135,4,9,1,6,3,1,1,0,0,30, United-States,0
23,4,224640,5,10,1,3,2,1,0,0,0,40, United-States,0
27,0,146651,4,9,2,0,3,1,0,0,0,15, United-States,0
29,4,167737,4,9,1,8,6,1,1,0,0,50, United-States,0
23,4,60331,5,10,1,2,2,1,1,0,0,40, United-States,0
35,4,187167,4,9,3,6,2,1,0,0,0,35, United-States,0
18,0,157131,4,9,1,0,3,1,0,0,0,12, United-States,0
27,2,255237,6,13,1,1,2,1,0,0,0,40, United-States,0
56,0,192325,5,10,3,0,2,1,0,0,0,20, United-States,0
40,4,163342,4,9,1,4,2,1,0,0,0,70, United-States,0
31,4,129775,6,13,2,5,1,1,1,0,0,65, United-States,0
18,4,206008,5,10,1,5,4,1,1,2176,0,40, United-States,0
25,4,397317,3,12,1,1,2,1,0,0,0,40, United-States,0
36,4,745768,5,10,1,12,4,2,0,0,0,40, United-States,0
38,4,141550,2,6,3,2,2,1,1,0,0,40, United-States,0
52,4,35576,4,9,5,2,2,1,1,0,0,40, United-States,0
23,4,376383,4,9,1,6,4,1,1,0,0,35, Mexico,0
48,6,200825,5,10,2,3,1,1,1,0,0,30, United-States,1
34,0,362787,4,9,1,0,4,2,0,0,0,35, United-States,0
46,4,116789,4,9,2,4,1,1,1,0,0,40, United-States,1
26,4,160300,4,9,2,12,2,1,1,0,0,40, United-States,0
47,4,362654,4,9,2,7,1,1,1,0,0,40, United-States,0
21,0,107801,5,10,1,0,3,1,0,0,0,3, United-States,0
65,4,170939,6,13,3,1,2,1,1,6723,0,40, United-States,0
31,2,224234,4,9,2,8,1,2,1,0,0,40, United-States,0
38,4,478346,4,9,2,3,5,1,0,7688,0,40, United-States,1
68,4,211162,4,9,2,3,1,1,1,0,0,40, United-States,0
26,4,147638,6,13,1,4,6,3,0,0,0,40, Hong,0
42,4,104647,4,9,3,6,2,1,1,0,0,40, United-States,0
49,4,67365,4,9,2,2,1,1,1,0,0,40, United-States,1
42,4,230959,6,13,2,4,5,3,0,0,1887,40, Philippines,1
39,4,176335,7,14,2,3,1,1,1,7688,0,65, United-States,1
31,6,268482,2,5,2,2,1,1,1,0,0,40, United-States,0
28,7,288731,6,13,2,1,1,1,1,0,0,20, United-States,0
36,4,231082,6,13,3,1,2,1,0,0,0,50, United-States,0
42,7,333530,5,10,2,3,5,1,0,0,0,40, United-States,1
62,4,214288,4,9,2,7,1,1,1,0,0,40, United-States,0
21,4,118023,4,9,1,10,3,1,1,0,0,24, United-States,0
21,4,187088,5,10,1,4,3,5,0,0,0,20, Cuba,0
60,0,174073,4,9,2,0,1,1,1,0,0,40, United-States,0
22,4,133833,5,10,1,6,3,1,0,0,0,25, United-States,0
30,4,229772,2,6,2,2,1,1,1,0,0,40, United-States,0
64,4,210082,4,9,5,4,2,1,0,0,0,40, United-States,0
28,4,119287,6,13,2,3,5,1,0,15024,0,28, United-States,1
41,6,111772,3,12,2,2,1,1,1,0,1887,40, United-States,1
25,4,122999,4,9,1,2,6,1,1,0,0,40, United-States,0
27,4,44767,4,9,2,10,1,1,1,0,0,40, United-States,0
40,4,200574,3,12,2,11,1,1,1,0,0,44, United-States,0
58,4,236596,5,10,2,3,1,1,1,0,0,40, United-States,1
31,4,33124,6,15,1,1,2,1,0,0,0,99, United-States,0
50,2,308764,4,9,5,8,4,1,0,0,0,40, United-States,0
27,4,103524,4,9,4,9,4,1,1,0,0,40, United-States,0
31,0,99483,4,9,1,0,3,4,1,0,0,40, United-States,0
50,4,230951,6,13,2,5,1,1,1,0,0,40, United-States,0
45,4,99355,4,9,2,12,1,2,1,0,0,40, United-States,1
33,4,857532,2,8,1,12,3,2,1,0,0,40, United-States,0
62,4,81116,5,10,3,4,2,1,1,0,1974,40, United-States,0
38,4,154410,4,9,2,2,1,1,1,0,2051,40, Poland,0
19,4,198943,5,10,1,6,3,1,0,0,0,35, United-States,0
30,4,311696,2,7,2,6,5,2,0,0,0,30, United-States,0
38,4,252897,5,10,3,5,3,1,0,0,0,25, United-States,0
42,6,39539,4,9,2,10,1,1,1,0,0,99, United-States,1
49,5,122066,5,10,3,5,2,1,1,0,0,25, United-States,0
53,4,110977,7,14,2,3,1,1,1,0,1902,50, United-States,1
45,2,199590,5,10,2,2,1,1,1,0,1887,40, Mexico,1
24,4,202721,5,10,1,4,3,2,0,0,0,40, United-States,0
29,4,197565,3,11,1,4,3,1,0,0,0,35, United-States,0
24,4,206827,5,10,1,5,3,1,0,5060,0,30, United-States,0
38,1,190895,6,13,2,1,1,1,1,0,0,40, ?,1
25,5,158751,3,11,1,8,4,1,1,0,0,55, United-States,0
51,7,243631,2,6,2,2,1,4,1,0,0,40, United-States,0
17,0,219277,2,7,1,0,3,1,0,0,0,20, United-States,0
19,4,45381,5,10,1,4,3,1,0,0,0,8, United-States,0
38,4,167482,5,10,2,2,1,1,1,0,0,52, United-States,1
60,4,225014,4,9,3,6,2,1,0,0,0,40, United-States,0
29,6,405083,4,9,1,5,2,1,1,0,0,40, United-States,0
66,0,186061,5,10,5,0,4,2,0,0,4356,40, United-States,0
28,1,24153,2,6,2,6,5,4,0,0,0,40, United-States,0
36,4,126569,4,9,2,1,1,1,1,0,0,45, Ecuador,1
57,0,137658,4,9,2,0,1,5,1,0,0,5, Columbia,0
24,4,315476,3,12,1,2,3,1,1,0,0,40, United-States,0
43,4,248186,3,12,1,4,2,1,0,0,0,38, United-States,0
29,5,206903,6,15,2,1,1,1,1,0,0,55, United-States,1
67,6,191380,6,15,2,1,1,1,1,20051,0,25, United-States,1
20,4,191910,4,9,1,12,3,1,1,0,0,40, United-States,0
21,4,145119,5,10,1,6,3,3,1,0,0,20, United-States,0
20,4,130840,2,6,1,9,3,1,1,0,0,40, United-States,0
42,4,33126,3,12,2,3,1,1,1,0,0,60, United-States,1
20,4,334105,5,10,1,6,3,1,0,0,0,10, United-States,0
19,2,354104,4,9,1,4,3,1,1,0,0,35, United-States,0
34,4,111985,4,9,2,2,1,1,1,0,0,45, United-States,0
40,2,321187,6,13,1,1,4,1,0,0,0,45, United-States,0
33,4,138142,5,10,4,6,4,2,0,0,0,25, United-States,0
36,4,296999,5,10,3,2,2,1,0,0,0,37, United-States,0
43,4,155106,3,12,3,2,2,1,1,0,2444,70, United-States,1
41,2,174491,4,9,4,6,4,2,0,0,0,40, United-States,0
34,7,173266,4,9,2,11,1,1,1,0,0,40, United-States,1
33,4,25610,3,12,2,5,1,5,1,0,0,40, Japan,1
47,4,187563,4,9,2,7,1,1,1,0,0,40, United-States,0
41,4,196344,1,2,2,5,1,1,1,0,0,50, Mexico,0
40,4,205047,4,9,2,2,2,1,1,0,0,40, United-States,1
28,4,715938,6,13,1,2,3,2,1,0,0,40, United-States,0
62,6,224520,4,9,2,5,1,1,1,0,0,90, United-States,1
29,4,229656,4,9,3,4,4,1,0,0,0,50, United-States,0
46,4,97883,5,10,3,4,2,1,0,0,0,40, United-States,0
28,4,131298,4,9,1,6,2,1,1,0,0,60, United-States,0
57,1,197875,4,9,3,4,2,1,0,0,0,40, United-States,0
22,4,172766,5,10,1,5,3,1,0,0,0,40, United-States,0
28,2,175796,3,12,1,4,2,1,0,0,0,40, United-States,0
24,4,51973,6,13,1,4,2,1,0,0,0,45, United-States,0
54,6,28186,6,13,3,10,2,1,1,27828,0,50, United-States,1
22,4,291979,2,7,4,2,2,1,1,0,0,40, United-States,0
36,7,180752,6,13,1,12,4,2,0,0,0,40, United-States,0
50,4,234657,5,10,3,4,4,1,0,0,0,40, United-States,0
18,4,39411,2,7,1,9,3,1,1,0,0,24, United-States,0
52,7,334273,3,12,2,5,1,1,1,0,0,40, United-States,1
41,4,192779,1,4,2,6,1,1,1,0,0,40, ?,0
21,0,105312,4,9,1,0,2,1,0,0,0,20, United-States,0
36,4,171676,6,13,1,5,2,1,0,0,1741,40, United-States,0
34,6,182714,6,13,1,1,2,1,0,0,0,55, United-States,1
21,4,231866,3,11,1,2,3,1,1,0,0,40, United-States,0
46,4,102102,4,9,1,3,2,1,1,0,0,40, United-States,0
57,0,50248,5,10,2,0,1,1,1,0,0,40, United-States,0
61,2,195519,7,14,1,1,4,1,0,0,0,25, United-States,0
22,7,34310,5,10,1,8,3,1,1,0,0,25, United-States,0
33,0,314913,2,7,3,0,3,1,1,0,0,53, United-States,0
36,7,747719,6,15,2,1,5,1,0,15024,0,50, United-States,1
43,2,188280,7,14,3,1,4,1,0,914,0,40, United-States,0
25,4,110978,3,12,2,4,5,3,0,0,0,37, India,1
17,4,79682,2,6,1,13,6,1,1,0,0,30, United-States,0
45,4,294671,3,11,2,2,1,1,1,4386,0,38, United-States,1
30,4,340899,6,15,1,1,2,1,1,0,1590,80, United-States,0
40,4,192259,7,14,1,1,2,1,1,0,0,35, United-States,0
31,2,190228,7,14,1,3,2,1,1,0,0,45, United-States,0
42,4,118947,6,13,2,3,1,1,1,0,0,40, United-States,1
53,4,55861,4,9,2,2,1,1,1,0,0,40, United-States,1
37,4,238433,1,2,2,8,1,1,1,0,0,40, Cuba,0
37,7,166744,4,9,2,6,4,1,0,0,0,20, United-States,0
54,4,144586,5,10,2,5,5,1,0,0,0,40, United-States,1
36,4,134367,4,9,3,6,3,1,0,0,0,30, United-States,0
46,4,133616,5,10,3,4,4,1,0,0,0,40, United-States,0
46,4,203039,6,13,2,5,1,1,1,0,0,48, United-States,0
32,4,217460,2,5,2,8,1,1,1,0,0,50, United-States,0
17,4,106733,2,7,1,2,3,1,1,594,0,40, United-States,0
42,7,212027,6,13,3,1,2,2,1,0,0,40, United-States,0
37,2,126569,4,9,1,2,2,1,1,0,0,40, United-States,0
29,4,289960,4,9,2,7,1,1,1,0,0,48, United-States,0
54,4,174102,6,13,2,3,1,1,1,0,0,40, United-States,1
38,4,181716,2,8,2,2,1,1,1,0,0,48, United-States,0
46,2,172822,4,9,2,8,1,1,1,0,0,40, United-States,0
24,4,293091,4,9,2,9,1,1,1,0,0,40, United-States,0
57,4,107443,1,2,2,9,1,1,1,0,0,40, Portugal,0
59,4,95283,1,2,2,7,1,1,1,0,0,40, United-States,0
33,4,65278,6,13,2,3,1,1,1,0,0,40, United-States,1
35,4,220943,4,9,3,6,4,2,0,0,1594,40, United-States,0
53,4,257940,4,9,2,7,1,1,1,2829,0,40, United-States,0
26,4,134945,4,9,1,7,6,1,1,0,0,40, United-States,0
55,6,105582,7,14,2,5,1,1,1,2228,0,50, United-States,0
46,4,169324,4,9,4,6,2,2,0,0,0,45, Jamaica,0
44,7,98989,6,13,2,1,1,4,1,0,0,38, United-States,1
30,6,113838,3,11,2,5,1,1,1,3137,0,60, Germany,0
24,4,143436,5,10,1,9,3,1,1,0,0,24, United-States,0
32,4,143604,2,6,2,6,2,2,0,0,0,37, United-States,0
35,4,226311,6,13,1,5,2,1,0,0,0,40, United-States,0
67,4,94610,7,14,2,5,1,1,1,0,0,30, United-States,1
56,6,26716,6,13,2,3,1,1,1,0,0,20, United-States,1
26,4,160261,7,14,1,1,2,3,1,0,0,20, India,0
46,4,117310,3,12,5,11,4,1,0,6497,0,40, United-States,0
52,4,154342,4,9,2,2,1,1,1,0,0,48, United-States,1
38,6,89202,5,10,3,2,2,1,1,0,0,40, United-States,0
31,4,174704,4,9,3,5,4,2,1,0,0,50, United-States,0
53,4,153486,4,9,4,8,2,1,1,0,0,30, United-States,0
27,4,360097,4,9,1,9,2,2,1,0,0,40, United-States,0
39,4,230356,6,13,1,4,2,1,0,0,0,40, United-States,0
22,4,163870,4,9,1,7,3,1,1,0,0,40, United-States,0
37,4,199753,5,10,2,2,1,1,1,0,0,35, United-States,1
20,4,333505,4,9,1,4,3,1,1,0,0,30, Nicaragua,0
60,2,149281,4,9,2,12,1,1,1,0,0,40, United-States,0
51,4,138514,3,11,3,11,4,2,0,0,0,48, United-States,0
57,1,66504,6,15,3,1,2,1,0,0,0,50, United-States,1
59,4,206487,5,10,2,2,1,1,1,0,0,40, United-States,1
37,4,170020,4,9,2,2,1,1,1,0,0,40, United-States,0
35,4,217605,4,9,2,9,5,1,0,0,0,40, United-States,0
43,4,145711,5,10,2,5,1,1,1,0,0,72, United-States,1
17,4,169155,2,8,1,6,3,1,1,0,0,35, United-States,0
45,4,34127,6,13,2,1,1,1,1,0,0,50, United-States,1
18,4,110142,4,9,1,5,3,1,0,0,0,40, United-States,0
52,4,222646,2,8,4,7,6,1,0,0,0,40, Cuba,0
18,4,182643,5,10,1,9,3,1,1,0,0,9, United-States,0
20,4,303565,5,10,1,9,3,2,1,0,0,40, Germany,0
34,4,140092,4,9,1,11,2,1,1,0,0,40, United-States,0
19,4,178811,4,9,1,7,3,2,0,0,0,20, United-States,0
18,0,267399,2,8,1,0,3,1,0,0,0,12, United-States,0
17,2,192387,2,5,1,6,3,1,1,0,0,45, United-States,0
30,1,127610,6,13,1,4,2,1,0,0,0,35, United-States,0
29,4,258862,6,13,1,2,2,1,0,0,0,45, United-States,0
30,4,225231,5,10,3,3,2,1,1,8614,0,50, United-States,1
18,4,174926,2,5,1,6,3,1,1,0,0,15, ?,0
50,7,238187,6,13,3,4,2,2,0,0,0,37, United-States,0
22,4,191444,4,9,1,5,6,1,1,0,0,40, United-States,0
21,4,198822,4,9,1,4,3,1,0,0,0,35, United-States,0
39,6,251323,2,5,2,10,6,1,1,0,0,40, Cuba,0
20,4,168187,5,10,1,6,6,1,0,4416,0,25, United-States,0
62,4,370881,3,12,5,6,2,1,0,0,0,7, United-States,0
32,4,198183,5,10,3,3,2,1,0,0,0,38, United-States,0
38,4,210610,3,12,2,11,1,1,1,0,0,40, United-States,1
32,4,269182,5,10,4,11,4,2,0,3887,0,40, United-States,0
55,4,141727,6,13,2,4,5,1,0,3464,0,40, United-States,0
38,4,185848,7,14,2,3,1,1,1,99999,0,70, United-States,1
34,4,46746,2,7,1,6,2,1,1,0,0,30, United-States,0
28,4,120475,4,9,1,6,3,1,1,0,0,20, United-States,0
26,4,135845,5,10,1,5,2,1,0,0,0,37, United-States,0
41,4,310255,4,9,2,5,1,1,1,0,0,40, United-States,0
61,7,379885,8,16,2,1,1,1,1,0,1902,40, United-States,1
75,6,31428,4,9,2,10,1,1,1,3456,0,40, United-States,0
21,4,211013,3,11,2,6,6,1,0,0,0,50, Mexico,0
50,4,175029,4,9,2,9,1,1,1,0,0,40, United-States,1
49,5,119539,5,10,2,3,1,1,1,0,0,60, ?,1
26,4,247025,4,9,2,8,1,1,1,0,0,65, United-States,0
39,4,252327,1,4,1,6,3,1,1,0,0,40, Mexico,0
24,6,375313,5,10,1,1,2,3,1,0,0,40, United-States,0
56,4,107165,4,9,2,9,1,1,1,0,0,18, United-States,0
17,4,108470,2,7,1,6,3,2,1,0,0,17, United-States,0
37,4,150057,4,9,2,2,1,1,1,0,0,52, United-States,1
23,4,189468,3,11,2,7,3,1,0,0,0,30, United-States,0
28,0,198393,4,9,1,0,2,2,0,0,0,40, United-States,0
57,6,181031,4,9,2,10,1,1,1,0,0,60, United-States,0
42,2,569930,6,13,2,4,1,1,1,0,0,45, United-States,1
25,4,27411,6,13,3,5,2,1,0,0,0,40, United-States,0
22,4,147397,6,13,1,10,2,1,1,0,0,20, United-States,0
39,4,242922,4,9,2,2,1,2,1,0,0,40, United-States,0
54,4,154949,2,7,2,6,5,2,0,0,0,40, United-States,1
41,5,423217,6,13,3,3,2,1,1,0,0,50, United-States,0
43,1,195385,4,9,2,3,1,4,1,0,0,40, United-States,0
19,4,100009,4,9,1,2,2,1,0,0,0,40, United-States,0
35,4,191628,5,10,2,1,1,1,1,0,0,40, United-States,0
34,4,340880,4,9,2,1,1,1,1,0,0,60, Philippines,1
19,4,207173,4,9,4,4,4,1,0,0,0,30, United-States,0
33,4,48010,5,10,3,3,4,1,0,0,0,40, United-States,0
33,4,229051,5,10,1,1,2,1,1,0,0,52, United-States,0
49,4,193366,7,14,2,3,1,1,1,0,0,65, United-States,1
31,4,57781,4,9,3,4,4,1,0,0,0,50, United-States,0
69,0,121136,4,9,2,0,1,1,1,0,0,13, United-States,0
41,4,433989,3,11,2,5,1,1,1,4386,0,60, United-States,1
24,4,136687,4,9,4,7,4,5,0,0,0,40, United-States,0
45,7,154117,4,9,3,3,4,1,0,0,0,38, United-States,1
63,4,294009,6,13,2,1,1,1,1,15024,0,45, United-States,1
75,4,239038,5,10,2,8,1,1,1,0,0,16, United-States,0
34,4,244064,4,9,1,7,4,2,1,0,0,40, United-States,0
69,4,128348,6,13,2,3,1,2,1,9386,0,50, United-States,1
33,4,66278,7,14,1,1,2,1,0,0,0,40, United-States,0
44,4,162643,4,9,1,4,2,1,0,0,0,43, United-States,0
45,4,179659,6,13,2,2,1,1,1,3103,0,40, United-States,1
18,4,205218,2,7,1,5,3,1,0,0,0,20, United-States,0
48,4,154033,4,9,3,5,2,1,0,0,0,52, United-States,0
43,4,158528,4,9,2,2,1,1,1,0,0,40, United-States,1
26,4,366219,4,9,2,2,1,2,1,0,1848,60, United-States,1
35,4,301862,4,9,1,2,4,1,1,0,0,50, United-States,0
34,4,228406,5,10,1,4,4,2,0,0,0,40, United-States,0
48,4,120131,4,9,2,4,1,1,1,0,0,70, United-States,1
54,2,127943,4,9,5,6,4,2,0,0,0,40, United-States,0
57,4,301514,4,9,2,5,1,1,1,0,0,40, United-States,0
21,4,156980,4,9,1,7,3,1,1,0,0,60, United-States,0
28,4,124685,5,10,2,3,1,4,1,0,0,55, United-States,0
51,4,305673,3,11,2,2,1,1,1,0,0,40, Canada,1
34,2,31391,4,9,2,12,1,1,1,0,0,53, United-States,1
41,2,33658,5,10,2,12,1,1,1,0,0,45, United-States,1
21,4,211391,5,10,1,4,2,1,0,0,0,27, United-States,0
26,4,402998,6,13,2,1,1,1,1,0,0,58, United-States,1
66,4,78855,4,9,1,4,2,3,0,0,0,40, United-States,0
40,4,320451,8,16,2,1,1,3,1,0,1977,45, Hong,1
48,4,49278,3,12,3,4,4,1,0,0,0,40, United-States,0
44,0,248876,6,13,3,0,2,1,1,0,0,50, United-States,0
